Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),confidence,field,
99,33.01,1.580,53,277.732,-6.72,613311,0.855,1.316,-0.185,0,
103,33.00,1.588,53,277.732,-7.52,613311,0.858,1.320,-0.208,0,
107,33.02,1.600,53,277.732,-8.32,613311,0.863,1.327,-0.232,0,
111,33.03,1.552,52,277.732,-9.12,613311,0.835,1.285,-0.246,0,
115,28.20,1.612,49,277.732,-9.92,613311,0.750,1.399,-0.278,0,
119,28.20,1.696,32,277.732,-10.72,613311,0.788,1.469,-0.315,0,
3,33.12,1.736,27,277.782,12.46,613395,0.926,1.420,0.375,0,
7,33.10,1.700,32,277.782,11.66,613395,0.909,1.395,0.344,0,
11,33.11,1.564,41,277.782,10.86,613395,0.839,1.287,0.295,0,
15,33.12,1.632,41,277.782,10.06,613395,0.878,1.346,0.285,0,
19,28.31,1.516,80,277.782,9.26,613395,0.710,1.317,0.244,0,
23,28.30,1.524,71,277.782,8.46,613395,0.715,1.327,0.224,0,
27,28.31,1.580,65,277.782,7.66,613395,0.743,1.379,0.211,0,
31,28.32,1.536,65,277.782,6.86,613395,0.724,1.342,0.184,0,
35,33.12,1.584,51,277.782,6.07,613395,0.861,1.319,0.167,0,
39,33.11,1.560,64,277.782,5.27,613395,0.848,1.301,0.143,0,
43,33.12,1.552,71,277.782,4.47,613395,0.845,1.296,0.121,0,
47,33.13,1.584,58,277.782,3.67,613395,0.864,1.324,0.101,0,
51,28.32,1.520,64,277.782,2.87,613395,0.720,1.336,0.076,0,
55,28.31,1.548,64,277.782,2.07,613395,0.734,1.362,0.056,0,
59,28.34,1.532,70,277.782,1.27,613395,0.727,1.348,0.034,0,
63,28.34,1.548,67,277.782,0.47,613395,0.735,1.362,0.013,0,
67,33.24,1.560,57,277.832,-0.33,613395,0.855,1.305,-0.009,0,
71,33.21,1.552,56,277.832,-1.13,613395,0.850,1.298,-0.031,0,
75,33.24,1.552,59,277.832,-1.93,613395,0.850,1.297,-0.052,0,
79,33.23,1.504,56,277.832,-2.73,613395,0.823,1.257,-0.072,0,
83,28.43,1.540,80,277.832,-3.53,613395,0.732,1.352,-0.095,0,
87,28.41,1.520,72,277.832,-4.33,613395,0.721,1.333,-0.115,0,
91,28.43,1.500,75,277.832,-5.13,613395,0.711,1.314,-0.134,0,
95,28.42,1.512,65,277.832,-5.92,613395,0.716,1.323,-0.156,0,
99,33.21,1.572,51,277.832,-6.72,613395,0.855,1.306,-0.184,0,
103,33.20,1.556,49,277.832,-7.52,613395,0.845,1.291,-0.204,0,
107,33.22,1.552,53,277.832,-8.32,613395,0.841,1.285,-0.225,0,
111,33.23,1.608,53,277.832,-9.12,613395,0.870,1.328,-0.255,0,
115,28.40,1.612,49,277.832,-9.92,613395,0.755,1.397,-0.278,0,
119,28.40,1.672,39,277.832,-10.72,613395,0.781,1.445,-0.311,0,
7,33.30,1.624,37,277.882,11.66,613477,0.873,1.329,0.328,0,
11,33.31,1.652,37,277.882,10.86,613477,0.891,1.356,0.311,0,
15,33.32,1.636,47,277.882,10.06,613477,0.885,1.346,0.286,0,
19,28.51,1.532,88,277.882,9.26,613477,0.722,1.329,0.247,0,
23,28.50,1.552,68,277.882,8.46,613477,0.733,1.349,0.228,0,
27,28.51,1.560,67,277.882,7.66,613477,0.738,1.359,0.208,0,
31,28.52,1.508,72,277.882,6.86,613477,0.715,1.315,0.180,0,
35,33.32,1.604,55,277.882,6.07,613477,0.876,1.333,0.169,0,
39,33.31,1.560,64,277.882,5.27,613477,0.853,1.298,0.143,0,
43,33.32,1.528,66,277.882,4.47,613477,0.837,1.273,0.119,0,
47,33.33,1.548,57,277.882,3.67,613477,0.849,1.291,0.099,0,
51,28.52,1.508,68,277.882,2.87,613477,0.719,1.323,0.075,0,
55,28.51,1.536,71,277.882,2.07,613477,0.733,1.349,0.055,0,
59,28.54,1.552,69,277.882,1.27,613477,0.741,1.363,0.034,0,
63,28.54,1.564,62,277.882,0.47,613477,0.747,1.374,0.013,0,
67,33.44,1.540,56,277.932,-0.33,613477,0.849,1.285,-0.009,0,
71,33.41,1.544,56,277.932,-1.13,613477,0.850,1.289,-0.030,0,
75,33.44,1.572,63,277.932,-1.93,613477,0.866,1.311,-0.053,0,
79,33.43,1.540,59,277.932,-2.73,613477,0.847,1.284,-0.073,0,
83,28.63,1.552,78,277.932,-3.53,613477,0.742,1.360,-0.095,0,
87,28.61,1.552,76,277.932,-4.33,613477,0.741,1.359,-0.117,0,
91,28.63,1.528,78,277.932,-5.13,613477,0.729,1.336,-0.137,0,
